小韻	字	聲母	韻母	聲調	楊耐思	寧繼福	薛鳳生(音位)	unt(音位)	unt	釋義	校註
銃	銃	穿	東鍾合	去	tʃʻuŋ	tʂʻuŋ	crhwoŋ	tʂʰuŋ	tʂʰuŋ		
姜	姜	見	江陽齊	陰	kiaŋ	kiaŋ	kyaŋ	kjaŋ	kjaŋ		
姜	江	見	江陽齊	陰	kiaŋ	kiaŋ	kyaŋ	kjaŋ	kjaŋ		
姜	杠	見	江陽齊	陰	kiaŋ	kiaŋ	kyaŋ	kjaŋ	kjaŋ		
姜	釭	見	江陽齊	陰	kiaŋ	kiaŋ	kyaŋ	kjaŋ	kjaŋ		
姜	薑	見	江陽齊	陰	kiaŋ	kiaŋ	kyaŋ	kjaŋ	kjaŋ		
姜	疆	見	江陽齊	陰	kiaŋ	kiaŋ	kyaŋ	kjaŋ	kjaŋ		
姜	韁	見	江陽齊	陰	kiaŋ	kiaŋ	kyaŋ	kjaŋ	kjaŋ		
姜	䗵	見	江陽齊	陰	kiaŋ	kiaŋ	kyaŋ	kjaŋ	kjaŋ		
姜	僵	見	江陽齊	陰	kiaŋ	kiaŋ	kyaŋ	kjaŋ	kjaŋ		
邦	邦	幫	江陽開	陰	paŋ	puaŋ	pwaŋ	paŋ	paŋ		
邦	挷	幫	江陽開	陰	paŋ	puaŋ	pwaŋ	paŋ	paŋ		
邦	梆	幫	江陽開	陰	paŋ	puaŋ	pwaŋ	paŋ	paŋ		
邦	幫	幫	江陽開	陰	paŋ	puaŋ	pwaŋ	paŋ	paŋ		
桑	桑	心	江陽開	陰	saŋ	saŋ	saŋ	saŋ	saŋ		
桑	喪	心	江陽開	陰	saŋ	saŋ	saŋ	saŋ	saŋ		
雙	雙	審	江陽合	陰	ʃuaŋ	ʂuaŋ	srwaŋ	ʂwaŋ	ʂwaŋ		
雙	艭	審	江陽合	陰	ʃuaŋ	ʂuaŋ	srwaŋ	ʂwaŋ	ʂwaŋ		
雙	霜	審	江陽合	陰	ʃuaŋ	ʂuaŋ	srwaŋ	ʂwaŋ	ʂwaŋ		
雙	孀	審	江陽合	陰	ʃuaŋ	ʂuaŋ	srwaŋ	ʂwaŋ	ʂwaŋ		
雙	鸘	審	江陽合	陰	ʃuaŋ	ʂuaŋ	srwaŋ	ʂwaŋ	ʂwaŋ		
雙	驦	審	江陽合	陰	ʃuaŋ	ʂuaŋ	srwaŋ	ʂwaŋ	ʂwaŋ		
章	章	照	江陽齊	陰	tʃiaŋ	tʂiaŋ	cryaŋ	tʂjaŋ	tʂjaŋ		
章	漳	照	江陽齊	陰	tʃiaŋ	tʂiaŋ	cryaŋ	tʂjaŋ	tʂjaŋ		
章	獐	照	江陽齊	陰	tʃiaŋ	tʂiaŋ	cryaŋ	tʂjaŋ	tʂjaŋ		
章	樟	照	江陽齊	陰	tʃiaŋ	tʂiaŋ	cryaŋ	tʂjaŋ	tʂjaŋ		
章	璋	照	江陽齊	陰	tʃiaŋ	tʂiaŋ	cryaŋ	tʂjaŋ	tʂjaŋ		
章	彰	照	江陽齊	陰	tʃiaŋ	tʂiaŋ	cryaŋ	tʂjaŋ	tʂjaŋ		
章	麞	照	江陽齊	陰	tʃiaŋ	tʂiaŋ	cryaŋ	tʂjaŋ	tʂjaŋ		
章	張	照	江陽齊	陰	tʃiaŋ	tʂiaŋ	cryaŋ	tʂjaŋ	tʂjaŋ		
商	商	審	江陽齊	陰	ʃiaŋ	ʂiaŋ	sryaŋ	ʂjaŋ	ʂjaŋ		
商	傷	審	江陽齊	陰	ʃiaŋ	ʂiaŋ	sryaŋ	ʂjaŋ	ʂjaŋ		
商	殤	審	江陽齊	陰	ʃiaŋ	ʂiaŋ	sryaŋ	ʂjaŋ	ʂjaŋ		
商	觴	審	江陽齊	陰	ʃiaŋ	ʂiaŋ	sryaŋ	ʂjaŋ	ʂjaŋ		
商	湯	審	江陽齊	陰	ʃiaŋ	ʂiaŋ	sryaŋ	ʂjaŋ	ʂjaŋ	洪水	
漿	漿	精	江陽齊	陰	tsiaŋ	tsiaŋ	cyaŋ	tsjaŋ	tsjaŋ		
漿	螿	精	江陽齊	陰	tsiaŋ	tsiaŋ	cyaŋ	tsjaŋ	tsjaŋ		
漿	將	精	江陽齊	陰	tsiaŋ	tsiaŋ	cyaŋ	tsjaŋ	tsjaŋ		
莊	莊	照	江陽合	陰	tʃuaŋ	tʂuaŋ	crwaŋ	tʂwaŋ	tʂwaŋ		
莊	粧	照	江陽合	陰	tʃuaŋ	tʂuaŋ	crwaŋ	tʂwaŋ	tʂwaŋ		
莊	裝	照	江陽合	陰	tʃuaŋ	tʂuaŋ	crwaŋ	tʂwaŋ	tʂwaŋ		
莊	樁	照	江陽合	陰	tʃuaŋ	tʂuaŋ	crwaŋ	tʂwaŋ	tʂwaŋ		
岡	岡	見	江陽開	陰	kaŋ	kaŋ	kaŋ	kaŋ	kaŋ		
岡	剛	見	江陽開	陰	kaŋ	kaŋ	kaŋ	kaŋ	kaŋ		
岡	鋼	見	江陽開	陰	kaŋ	kaŋ	kaŋ	kaŋ	kaŋ		
岡	綱	見	江陽開	陰	kaŋ	kaŋ	kaŋ	kaŋ	kaŋ		
岡	缸	見	江陽開	陰	kaŋ	kaŋ	kaŋ	kaŋ	kaŋ		
岡	扛	見	江陽開	陰	kaŋ	kaŋ	kaŋ	kaŋ	kaŋ		
岡	玒	見	江陽開	陰	kaŋ	kaŋ	kaŋ	kaŋ	kaŋ		
岡	亢	見	江陽開	陰	kaŋ	kaŋ	kaŋ	kaŋ	kaŋ		
康	康	溪	江陽開	陰	kʻaŋ	kʻaŋ	khaŋ	kʰaŋ	kʰaŋ		
康	糠	溪	江陽開	陰	kʻaŋ	kʻaŋ	khaŋ	kʰaŋ	kʰaŋ		
光	光	見	江陽合	陰	kuaŋ	kuaŋ	kwaŋ	kwaŋ	kwaŋ		
光	胱	見	江陽合	陰	kuaŋ	kuaŋ	kwaŋ	kwaŋ	kwaŋ		
當	當	端	江陽開	陰	taŋ	taŋ	taŋ	taŋ	taŋ		
當	璫	端	江陽開	陰	taŋ	taŋ	taŋ	taŋ	taŋ		
當	簹	端	江陽開	陰	taŋ	taŋ	taŋ	taŋ	taŋ		
當	襠	端	江陽開	陰	taŋ	taŋ	taŋ	taŋ	taŋ		
當	鐺	端	江陽開	陰	taŋ	taŋ	taŋ	taŋ	taŋ		
荒	荒	曉	江陽合	陰	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
荒	𥡃	曉	江陽合	陰	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
荒	肓	曉	江陽合	陰	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
香	香	曉	江陽齊	陰	xiaŋ	xiaŋ	hyaŋ	xjaŋ	xjaŋ		
香	鄉	曉	江陽齊	陰	xiaŋ	xiaŋ	hyaŋ	xjaŋ	xjaŋ		
鎊	鎊	滂	江陽開	陰	pʻaŋ	pʻuaŋ	phwaŋ	pʰaŋ	pʰaŋ		
鎊	滂	滂	江陽開	陰	pʻaŋ	pʻuaŋ	phwaŋ	pʰaŋ	pʰaŋ		
鎊	䨦	滂	江陽開	陰	pʻaŋ	pʻuaŋ	phwaŋ	pʰaŋ	pʰaŋ		
腔	腔	溪	江陽齊	陰	kʻiaŋ	kʻiaŋ	khyaŋ	kʰjaŋ	kʰjaŋ		
腔	谾	溪	江陽齊	陰	kʻiaŋ	kʻiaŋ	khyaŋ	kʰjaŋ	kʰjaŋ		
腔	蜣	溪	江陽齊	陰	kʻiaŋ	kʻiaŋ	khyaŋ	kʰjaŋ	kʰjaŋ		
腔	羌	溪	江陽齊	陰	kʻiaŋ	kʻiaŋ	khyaŋ	kʰjaŋ	kʰjaŋ		
鴦	鴦	影	江陽齊	陰	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
鴦	央	影	江陽齊	陰	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
鴦	殃	影	江陽齊	陰	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
鴦	秧	影	江陽齊	陰	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
鴦	泱	影	江陽齊	陰	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
方	方	非	江陽開	陰	faŋ	fuaŋ	fwaŋ	faŋ	faŋ		
方	芳	非	江陽開	陰	faŋ	fuaŋ	fwaŋ	faŋ	faŋ		
方	枋	非	江陽開	陰	faŋ	fuaŋ	fwaŋ	faŋ	faŋ		
方	妨	非	江陽開	陰	faŋ	fuaŋ	fwaŋ	faŋ	faŋ		
方	坊	非	江陽開	陰	faŋ	fuaŋ	fwaŋ	faŋ	faŋ		
方	肪	非	江陽開	陰	faŋ	fuaŋ	fwaŋ	faŋ	faŋ		
昌	昌	穿	江陽齊	陰	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
昌	猖	穿	江陽齊	陰	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
昌	娼	穿	江陽齊	陰	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
昌	菖	穿	江陽齊	陰	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
昌	閶	穿	江陽齊	陰	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
湯	湯	透	江陽開	陰	tʻaŋ	tʻaŋ	thaŋ	tʰaŋ	tʰaŋ		
湯	鏜	透	江陽開	陰	tʻaŋ	tʻaŋ	thaŋ	tʰaŋ	tʰaŋ		
湘	湘	心	江陽齊	陰	siaŋ	siaŋ	syaŋ	sjaŋ	sjaŋ		
湘	廂厢	心	江陽齊	陰	siaŋ	siaŋ	syaŋ	sjaŋ	sjaŋ		
湘	相	心	江陽齊	陰	siaŋ	siaŋ	syaŋ	sjaŋ	sjaŋ		
湘	箱	心	江陽齊	陰	siaŋ	siaŋ	syaŋ	sjaŋ	sjaŋ		
湘	襄	心	江陽齊	陰	siaŋ	siaŋ	syaŋ	sjaŋ	sjaŋ		
湘	驤	心	江陽齊	陰	siaŋ	siaŋ	syaŋ	sjaŋ	sjaŋ		
湘	瓖	心	江陽齊	陰	siaŋ	siaŋ	syaŋ	sjaŋ	sjaŋ		
槍	槍	清	江陽齊	陰	tsʻiaŋ	tsʻiaŋ	chyaŋ	tsʰjaŋ	tsʰjaŋ		
槍	鏘	清	江陽齊	陰	tsʻiaŋ	tsʻiaŋ	chyaŋ	tsʰjaŋ	tsʰjaŋ		
槍	蹡	清	江陽齊	陰	tsʻiaŋ	tsʻiaŋ	chyaŋ	tsʰjaŋ	tsʰjaŋ		
匡	匡	溪	江陽合	陰	kʻuaŋ	kʻuaŋ	khwaŋ	kʰwaŋ	kʰwaŋ		
匡	筐	溪	江陽合	陰	kʻuaŋ	kʻuaŋ	khwaŋ	kʰwaŋ	kʰwaŋ		
匡	眶	溪	江陽合	陰	kʻuaŋ	kʻuaŋ	khwaŋ	kʰwaŋ	kʰwaŋ		
汪	汪	影	江陽合	陰	uaŋ	uaŋ	waŋ	waŋ	waŋ		
汪	尪	影	江陽合	陰	uaŋ	uaŋ	waŋ	waŋ	waŋ		
倉	倉	清	江陽開	陰	tsʻaŋ	tsʻaŋ	chaŋ	tsʰaŋ	tsʰaŋ		
倉	蒼	清	江陽開	陰	tsʻaŋ	tsʻaŋ	chaŋ	tsʰaŋ	tsʰaŋ		
牎	牎	穿	江陽合	陰	tʃʻuaŋ	tʂʻuaŋ	crhwaŋ	tʂʰwaŋ	tʂʰwaŋ		
牎	瘡	穿	江陽合	陰	tʃʻuaŋ	tʂʻuaŋ	crhwaŋ	tʂʰwaŋ	tʂʰwaŋ		
贓	贓	精	江陽開	陰	tsaŋ	tsaŋ	caŋ	tsaŋ	tsaŋ		
贓	臧	精	江陽開	陰	tsaŋ	tsaŋ	caŋ	tsaŋ	tsaŋ		
陽	陽	影	江陽齊	陽	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
陽	揚	影	江陽齊	陽	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
陽	楊	影	江陽齊	陽	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
陽	暘	影	江陽齊	陽	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
陽	昜	影	江陽齊	陽	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
陽	颺	影	江陽齊	陽	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
陽	羊	影	江陽齊	陽	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
陽	徉	影	江陽齊	陽	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
陽	洋	影	江陽齊	陽	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
陽	佯	影	江陽齊	陽	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
忙	忙	明	江陽開	陽	maŋ	muaŋ	mwaŋ	maŋ	maŋ		
忙	茫	明	江陽開	陽	maŋ	muaŋ	mwaŋ	maŋ	maŋ		
忙	邙	明	江陽開	陽	maŋ	muaŋ	mwaŋ	maŋ	maŋ		
忙	芒	明	江陽開	陽	maŋ	muaŋ	mwaŋ	maŋ	maŋ		
忙	鋩	明	江陽開	陽	maŋ	muaŋ	mwaŋ	maŋ	maŋ		
忙	杗	明	江陽開	陽	maŋ	muaŋ	mwaŋ	maŋ	maŋ		
忙	哤	明	江陽開	陽	maŋ	muaŋ	mwaŋ	maŋ	maŋ		
忙	狵	明	江陽開	陽	maŋ	muaŋ	mwaŋ	maŋ	maŋ		
忙	厖	明	江陽開	陽	maŋ	muaŋ	mwaŋ	maŋ	maŋ		
粮	粮	來	江陽齊	陽	liaŋ	liaŋ	lyaŋ	ljaŋ	ljaŋ		
粮	良	來	江陽齊	陽	liaŋ	liaŋ	lyaŋ	ljaŋ	ljaŋ		
粮	綡	來	江陽齊	陽	liaŋ	liaŋ	lyaŋ	ljaŋ	ljaŋ		
粮	涼	來	江陽齊	陽	liaŋ	liaŋ	lyaŋ	ljaŋ	ljaŋ		
粮	輬	來	江陽齊	陽	liaŋ	liaŋ	lyaŋ	ljaŋ	ljaŋ		
粮	梁	來	江陽齊	陽	liaŋ	liaŋ	lyaŋ	ljaŋ	ljaŋ		
粮	粱	來	江陽齊	陽	liaŋ	liaŋ	lyaŋ	ljaŋ	ljaŋ		
粮	量	來	江陽齊	陽	liaŋ	liaŋ	lyaŋ	ljaŋ	ljaŋ		
穰	穰	日	江陽齊	陽	ʒiaŋ	ɽiaŋ	ryaŋ	ɻjaŋ	ɻjaŋ		
穰	欀	日	江陽齊	陽	ʒiaŋ	ɽiaŋ	ryaŋ	ɻjaŋ	ɻjaŋ		
穰	瀼	日	江陽齊	陽	ʒiaŋ	ɽiaŋ	ryaŋ	ɻjaŋ	ɻjaŋ		
穰	瓤	日	江陽齊	陽	ʒiaŋ	ɽiaŋ	ryaŋ	ɻjaŋ	ɻjaŋ		
忘	忘	微	江陽開	陽	vaŋ	ʋuaŋ	vwaŋ	ʋaŋ	ʋaŋ		
忘	亡	微	江陽開	陽	vaŋ	ʋuaŋ	vwaŋ	ʋaŋ	ʋaŋ		
郎	郎	來	江陽開	陽	laŋ	laŋ	laŋ	laŋ	laŋ		
郎	榔	來	江陽開	陽	laŋ	laŋ	laŋ	laŋ	laŋ		
郎	廊	來	江陽開	陽	laŋ	laŋ	laŋ	laŋ	laŋ		
郎	螂	來	江陽開	陽	laŋ	laŋ	laŋ	laŋ	laŋ		
郎	稂	來	江陽開	陽	laŋ	laŋ	laŋ	laŋ	laŋ		
郎	浪	來	江陽開	陽	laŋ	laŋ	laŋ	laŋ	laŋ		
郎	琅	來	江陽開	陽	laŋ	laŋ	laŋ	laŋ	laŋ		
郎	狼	來	江陽開	陽	laŋ	laŋ	laŋ	laŋ	laŋ		
杭	杭	曉	江陽開	陽	xaŋ	xaŋ	haŋ	xaŋ	xaŋ		
杭	行	曉	江陽開	陽	xaŋ	xaŋ	haŋ	xaŋ	xaŋ		
杭	頏	曉	江陽開	陽	xaŋ	xaŋ	haŋ	xaŋ	xaŋ		
杭	航	曉	江陽開	陽	xaŋ	xaŋ	haŋ	xaŋ	xaŋ		
昂	昂	影	江陽開	陽	aŋ	aŋ	aŋ	aŋ	aŋ		
昂	卬	影	江陽開	陽	aŋ	aŋ	aŋ	aŋ	aŋ		
床	床	穿	江陽合	陽	tʃʻuaŋ	tʂʻuaŋ	crhwaŋ	tʂʰwaŋ	tʂʰwaŋ		
床	幢	穿	江陽合	陽	tʃʻuaŋ	tʂʻuaŋ	crhwaŋ	tʂʰwaŋ	tʂʰwaŋ		
床	撞	穿	江陽合	陽	tʃʻuaŋ	tʂʻuaŋ	crhwaŋ	tʂʰwaŋ	tʂʰwaŋ		
床	𠳹	穿	江陽合	陽	tʃʻuaŋ	tʂʻuaŋ	crhwaŋ	tʂʰwaŋ	tʂʰwaŋ		
床	淙	穿	江陽合	陽	tʃʻuaŋ	tʂʻuaŋ	crhwaŋ	tʂʰwaŋ	tʂʰwaŋ		
傍	傍	滂	江陽開	陽	pʻaŋ	pʻuaŋ	phwaŋ	pʰaŋ	pʰaŋ		
傍	旁	滂	江陽開	陽	pʻaŋ	pʻuaŋ	phwaŋ	pʰaŋ	pʰaŋ		
傍	房	滂	江陽開	陽	pʻaŋ	pʻuaŋ	phwaŋ	pʰaŋ	pʰaŋ		
傍	龐	滂	江陽開	陽	pʻaŋ	pʻuaŋ	phwaŋ	pʰaŋ	pʰaŋ		
傍	逄	滂	江陽開	陽	pʻaŋ	pʻuaŋ	phwaŋ	pʰaŋ	pʰaŋ		
房	房	非	江陽開	陽	faŋ	fuaŋ	fwaŋ	faŋ	faŋ		
房	防	非	江陽開	陽	faŋ	fuaŋ	fwaŋ	faŋ	faŋ		
長	長	穿	江陽齊	陽	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
長	萇	穿	江陽齊	陽	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
長	膓腸	穿	江陽齊	陽	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
長	塲場	穿	江陽齊	陽	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
長	常	穿	江陽齊	陽	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
長	裳	穿	江陽齊	陽	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
長	嘗	穿	江陽齊	陽	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
長	償	穿	江陽齊	陽	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
唐	唐	透	江陽開	陽	tʻaŋ	tʻaŋ	thaŋ	tʰaŋ	tʰaŋ		
唐	榶	透	江陽開	陽	tʻaŋ	tʻaŋ	thaŋ	tʰaŋ	tʰaŋ		
唐	瑭	透	江陽開	陽	tʻaŋ	tʻaŋ	thaŋ	tʰaŋ	tʰaŋ		
唐	塘	透	江陽開	陽	tʻaŋ	tʻaŋ	thaŋ	tʰaŋ	tʰaŋ		
唐	糖	透	江陽開	陽	tʻaŋ	tʻaŋ	thaŋ	tʰaŋ	tʰaŋ		
唐	堂	透	江陽開	陽	tʻaŋ	tʻaŋ	thaŋ	tʰaŋ	tʰaŋ		
唐	棠	透	江陽開	陽	tʻaŋ	tʻaŋ	thaŋ	tʰaŋ	tʰaŋ		
祥	祥	心	江陽齊	陽	siaŋ	siaŋ	syaŋ	sjaŋ	sjaŋ		
祥	詳	心	江陽齊	陽	siaŋ	siaŋ	syaŋ	sjaŋ	sjaŋ		
祥	翔	心	江陽齊	陽	siaŋ	siaŋ	syaŋ	sjaŋ	sjaŋ		
牆	牆	清	江陽齊	陽	tsʻiaŋ	tsʻiaŋ	chyaŋ	tsʰjaŋ	tsʰjaŋ		
牆	檣	清	江陽齊	陽	tsʻiaŋ	tsʻiaŋ	chyaŋ	tsʰjaŋ	tsʰjaŋ		
牆	嬙	清	江陽齊	陽	tsʻiaŋ	tsʻiaŋ	chyaŋ	tsʰjaŋ	tsʰjaŋ		
牆	戕	清	江陽齊	陽	tsʻiaŋ	tsʻiaŋ	chyaŋ	tsʰjaŋ	tsʰjaŋ		
黄	黃黄	曉	江陽合	陽	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
黄	璜	曉	江陽合	陽	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
黄	簧	曉	江陽合	陽	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
黄	艎	曉	江陽合	陽	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
黄	蝗	曉	江陽合	陽	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
黄	皇	曉	江陽合	陽	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
黄	篁	曉	江陽合	陽	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
黄	凰	曉	江陽合	陽	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
黄	惶	曉	江陽合	陽	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
黄	遑	曉	江陽合	陽	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
黄	隍	曉	江陽合	陽	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
藏	藏	清	江陽開	陽	tsʻaŋ	tsʻaŋ	chaŋ	tsʰaŋ	tsʰaŋ		
强1	強强	溪	江陽齊	陽	kʻiaŋ	kʻiaŋ	khyaŋ	kʰjaŋ	kʰjaŋ		
娘	娘	泥	江陽齊	陽	niaŋ	niaŋ	nyaŋ	njaŋ	njaŋ		
降	降	曉	江陽齊	陽	xiaŋ	xiaŋ	hyaŋ	xjaŋ	xjaŋ		
王	王	影	江陽合	陽	uaŋ	uaŋ	waŋ	waŋ	waŋ		
狂	狂	溪	江陽合	陽	kʻuaŋ	kʻuaŋ	khwaŋ	kʰwaŋ	kʰwaŋ		
囊	囊	泥	江陽開	陽	naŋ	naŋ	naŋ	naŋ	naŋ		
講	講	見	江陽齊	上	kiaŋ	kiaŋ	kyaŋ	kjaŋ	kjaŋ		
講	港	見	江陽齊	上	kiaŋ	kiaŋ	kyaŋ	kjaŋ	kjaŋ		
講	鏹	見	江陽齊	上	kiaŋ	kiaŋ	kyaŋ	kjaŋ	kjaŋ		
養	養	影	江陽齊	上	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
養	痒	影	江陽齊	上	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
養	鞅	影	江陽齊	上	iaŋ	iaŋ	yaŋ	jaŋ	jaŋ		
蔣	蔣	精	江陽齊	上	tsiaŋ	tsiaŋ	cyaŋ	tsjaŋ	tsjaŋ		
蔣	獎	精	江陽齊	上	tsiaŋ	tsiaŋ	cyaŋ	tsjaŋ	tsjaŋ		
蔣	槳	精	江陽齊	上	tsiaŋ	tsiaŋ	cyaŋ	tsjaŋ	tsjaŋ		
兩	兩	來	江陽齊	上	liaŋ	liaŋ	lyaŋ	ljaŋ	ljaŋ		
兩	魎	來	江陽齊	上	liaŋ	liaŋ	lyaŋ	ljaŋ	ljaŋ		
想	想	心	江陽齊	上	siaŋ	siaŋ	syaŋ	sjaŋ	sjaŋ		
想	鯗鮝	心	江陽齊	上	siaŋ	siaŋ	syaŋ	sjaŋ	sjaŋ		
蟒	蟒	明	江陽開	上	maŋ	muaŋ	mwaŋ	maŋ	maŋ		
蟒	莽	明	江陽開	上	maŋ	muaŋ	mwaŋ	maŋ	maŋ		
蟒	漭	明	江陽開	上	maŋ	muaŋ	mwaŋ	maŋ	maŋ		
爽	爽	審	江陽合	上	ʃuaŋ	ʂuaŋ	srwaŋ	ʂwaŋ	ʂwaŋ		
爽	漺	審	江陽合	上	ʃuaŋ	ʂuaŋ	srwaŋ	ʂwaŋ	ʂwaŋ		
響	響	曉	江陽齊	上	xiaŋ	xiaŋ	hyaŋ	xjaŋ	xjaŋ		
響	蠁	曉	江陽齊	上	xiaŋ	xiaŋ	hyaŋ	xjaŋ	xjaŋ		
響	享	曉	江陽齊	上	xiaŋ	xiaŋ	hyaŋ	xjaŋ	xjaŋ		
響	饗	曉	江陽齊	上	xiaŋ	xiaŋ	hyaŋ	xjaŋ	xjaŋ		
響	夯	曉	江陽齊	上	xiaŋ	xiaŋ	hyaŋ	xjaŋ	xjaŋ		
敞	敞	穿	江陽齊	上	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
敞	氅	穿	江陽齊	上	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
敞	昶	穿	江陽齊	上	tʃʻiaŋ	tʂʻiaŋ	crhyaŋ	tʂʰjaŋ	tʂʰjaŋ		
壤	壤	日	江陽齊	上	ʒiaŋ	ɽiaŋ	ryaŋ	ɻjaŋ	ɻjaŋ		
壤	穰	日	江陽齊	上	ʒiaŋ	ɽiaŋ	ryaŋ	ɻjaŋ	ɻjaŋ		
舫	舫	非	江陽開	上	faŋ	fuaŋ	fwaŋ	faŋ	faŋ		
舫	倣	非	江陽開	上	faŋ	fuaŋ	fwaŋ	faŋ	faŋ		
舫	放	非	江陽開	上	faŋ	fuaŋ	fwaŋ	faŋ	faŋ		
舫	訪	非	江陽開	上	faŋ	fuaŋ	fwaŋ	faŋ	faŋ		
舫	昉	非	江陽開	上	faŋ	fuaŋ	fwaŋ	faŋ	faŋ		
罔	罔	微	江陽開	上	vaŋ	ʋuaŋ	vwaŋ	ʋaŋ	ʋaŋ		
罔	網	微	江陽開	上	vaŋ	ʋuaŋ	vwaŋ	ʋaŋ	ʋaŋ		
罔	輞	微	江陽開	上	vaŋ	ʋuaŋ	vwaŋ	ʋaŋ	ʋaŋ		
枉	枉	影	江陽合	上	uaŋ	uaŋ	waŋ	waŋ	waŋ		
枉	往	影	江陽合	上	uaŋ	uaŋ	waŋ	waŋ	waŋ		
顙	顙	心	江陽開	上	saŋ	saŋ	saŋ	saŋ	saŋ		
顙	磉	心	江陽開	上	saŋ	saŋ	saŋ	saŋ	saŋ		
顙	嗓	心	江陽開	上	saŋ	saŋ	saŋ	saŋ	saŋ		
榜	榜	幫	江陽開	上	paŋ	puaŋ	pwaŋ	paŋ	paŋ		
榜	挷	幫	江陽開	上	paŋ	puaŋ	pwaŋ	paŋ	paŋ		
倘	倘	透	江陽開	上	tʻaŋ	tʻaŋ	thaŋ	tʰaŋ	tʰaŋ		
倘	帑	透	江陽開	上	tʻaŋ	tʻaŋ	thaŋ	tʰaŋ	tʰaŋ		
黨	黨	端	江陽開	上	taŋ	taŋ	taŋ	taŋ	taŋ		
黨	讜	端	江陽開	上	taŋ	taŋ	taŋ	taŋ	taŋ		
掌	掌	照	江陽齊	上	tʃiaŋ	tʂiaŋ	cryaŋ	tʂjaŋ	tʂjaŋ		
掌	長	照	江陽齊	上	tʃiaŋ	tʂiaŋ	cryaŋ	tʂjaŋ	tʂjaŋ		
朗	朗	來	江陽開	上	laŋ	laŋ	laŋ	laŋ	laŋ		
謊	謊	曉	江陽合	上	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
謊	恍	曉	江陽合	上	xuaŋ	xuaŋ	hwaŋ	xwaŋ	xwaŋ		
